index	query
000029	"name":"Mindspiral","type":"Aventail Helmet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3291658075","value":{"min":13}},{"id":"explicit.stat_2231156303","value":{"min":13}},{"id":"explicit.stat_1050105434","value":{"min":115}},{"id":"explicit.stat_2663376056","value":{"min":10}},{"id":"explicit.stat_472520716","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000030	"name":"Ancient Skull","type":"Bone Helmet","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3321629045","value":{"min":190}},{"id":"explicit.stat_770672621","value":{"min":-20,"max":-20}},{"id":"explicit.stat_174664100","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000031	"name":"Viridi's Veil","type":"Praetor Crown","stats":[{"type":"and","filters":[],"disabled":true},{"type":"and","filters":[{"id":"explicit.stat_2843100721","value":{"min":2}},{"id":"explicit.stat_2901986750","value":{"min":25}},{"id":"explicit.stat_2510276385"},{"id":"explicit.stat_165884462"},{"id":"explicit.stat_611839381"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000032	"name":"Obscurantis","type":"Lion Pelt","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_803737631","value":{"min":980}},{"id":"explicit.stat_124859000"},{"id":"explicit.stat_3299347043","value":{"min":78}},{"id":"explicit.stat_4157767905"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000033	"name":"Asenath's Chant","type":"Iron Circlet","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3302736916"},{"id":"explicit.stat_681332047","value":{"min":15}},{"id":"explicit.stat_2891184298"},{"id":"explicit.stat_4052037485"},{"id":"explicit.stat_789117908"},{"id":"explicit.stat_2250533757"},{"id":"explicit.stat_2511217560"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000034	"name":"Indigon","type":"Hubris Circlet","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_4015621042"},{"id":"explicit.stat_2748665614"},{"id":"explicit.stat_1926816773"},{"id":"explicit.stat_2262007777"},{"id":"explicit.stat_2650053239","value":{"min":60}},{"id":"explicit.stat_347220474","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000035	"name":"Mask of the Tribunal","type":"Magistrate Crown","stats":[{"type":"count","filters":[{"id":"implicit.stat_1880071428"},{"id":"implicit.stat_734614379"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000036	"name":"Lycosidae","type":"Rawhide Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":40}},{"id":"explicit.stat_4253454700","value":{"min":5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000037	"name":"Chernobog's Pillar","type":"Ebony Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}},{"id":"explicit.stat_3372524247","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000038	"name":"Tukohama's Fortress","type":"Ebony Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":99}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000039	"name":"The Surrender","type":"Ezomyte Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":78}},{"id":"explicit.stat_1062208444","value":{"min":165}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000040	"name":"The Surrender","type":"Ezomyte Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000041	"name":"Ahn's Heritage","type":"Colossal Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}},{"id":"explicit.stat_1062208444","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000042	"name":"Lioneye's Remorse","type":"Pinnacle Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":180}},{"id":"explicit.stat_1062208444","value":{"min":245}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000043	"name":"Magna Eclipsis","type":"Pinnacle Tower Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000044	"name":"Kaltenhalt","type":"Painted Buckler","stats":[{"type":"and","filters":[{"id":"explicit.stat_979246511","value":{"min":15}},{"id":"explicit.stat_124859000","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000045	"name":"Kaltensoul","type":"Painted Buckler","stats":[{"type":"and","filters":[{"id":"explicit.stat_979246511","value":{"min":15}},{"id":"explicit.stat_124859000","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000046	"name":"Great Old One's Ward","type":"Corrugated Buckler","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":68}},{"id":"explicit.stat_681332047","value":{"min":10}},{"id":"explicit.stat_561307714","value":{"min":12}},{"id":"explicit.stat_3032590688","value":{"min":14}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000047	"name":"Atziri's Mirror","type":"Golden Buckler","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":60}},{"id":"explicit.stat_2901986750","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000048	"name":"Light of Lunaris","type":"Jingling Spirit Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_737908626","value":{"min":76}},{"id":"explicit.stat_4253454700","value":{"min":8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000049	"name":"Sentari's Answer","type":"Brass Spirit Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":8}},{"id":"explicit.stat_328541901","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000050	"name":"Esh's Mirror","type":"Thorium Spirit Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":99}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000051	"name":"Apep's Supremacy","type":"Vaal Spirit Shield","stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_total_energy_shield","value":{"min":148}},{"id":"explicit.stat_1782086450","value":{"min":48}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000052	"name":"Rathpith Globe","type":"Titanium Spirit Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_561307714","value":{"min":15}},{"id":"explicit.stat_4015621042","value":{"min":160}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000053	"name":"Victario's Charity","type":"Laminated Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_1671376347","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000054	"name":"Saffell's Frame","type":"Branded Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":30}},{"id":"explicit.stat_561307714","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000055	"name":"Aegis Aurora","type":"Champion Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_387439868","value":{"min":20}},{"id":"explicit.stat_3321629045","value":{"min":380}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000056	"name":"Rise of the Phoenix","type":"Mosaic Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":60}},{"id":"explicit.stat_3372524247","value":{"min":25}},{"id":"explicit.stat_3321629045","value":{"min":90}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000057	"name":"Prism Guardian","type":"Archon Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3261801346","value":{"min":28}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000058	"name":"The Unshattered Will","type":"Archon Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}},{"id":"explicit.stat_2901986750","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000059	"name":"The Unshattered Will","type":"Archon Kite Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":75}},{"id":"explicit.stat_2733285506","value":{"min":68}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000060	"name":"Zeel's Amplifier","type":"Polished Spiked Shield","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_2974417149","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000061	"name":"Mistwall","type":"Lacquered Buckler","stats":[{"type":"and","filters":[{"id":"explicit.stat_143510471","value":{"min":15}},{"id":"explicit.stat_2915988346","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000062	"name":"The Scales of Justice","type":"Chiming Spirit Shield","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3109875952"},{"id":"explicit.stat_3299347043","value":{"min":65}},{"id":"explicit.stat_1050105434","value":{"min":65}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000063	"name":"Qotra's Regulator","type":"Sovereign Spiked Shield","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_1999113824","value":{"min":200}},{"id":"explicit.stat_3203086927","value":{"min":60}},{"id":"explicit.stat_221532021"},{"id":"explicit.stat_1229725509","value":{"max":11}},{"id":"explicit.stat_1862591837","value":{"max":11}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000064	"name":"Atziri's Reflection","type":"Golden Buckler","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":55}},{"id":"explicit.stat_124859000"},{"id":"explicit.stat_4052037485"},{"id":"explicit.stat_2901986750","value":{"min":28}},{"id":"explicit.stat_1731672673"},{"id":"explicit.stat_3809896400"},{"id":"explicit.stat_2353576063","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000065	"name":"Greed's Embrace","type":"Golden Plate","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":15}},{"id":"explicit.stat_3917489142","value":{"min":46}},{"id":"explicit.stat_4220027924","value":{"min":28}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000066	"name":"Lioneye's Vision","type":"Crusader Plate","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":100}},{"id":"explicit.stat_1062208444","value":{"min":245}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000067	"name":"Death's Oath","type":"Astral Plate","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_681332047","value":{"min":15}},{"id":"explicit.stat_1379411836","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000068	"name":"Bronn's Lithe","type":"Cutthroat's Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_856021430","value":{"min":50}},{"id":"explicit.stat_124859000","value":{"min":245}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000069	"name":"Queen of the Forest","type":"Destiny Leather","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":65}},{"id":"pseudo.pseudo_total_elemental_resistance","value":{"min":70}},{"id":"explicit.stat_124859000","value":{"min":230}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000070	"name":"Hyrri's Ire","type":"Zodiac Leather","stats":[{"type":"and","filters":[{"id":"explicit.stat_215124030","value":{"min":169}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000071	"name":"The Perfect Form","type":"Zodiac Leather","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}},{"id":"explicit.stat_4139681126","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000072	"name":"Cospri's Will","type":"Assassin's Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_2923486259","value":{"min":29}},{"id":"explicit.stat_124859000","value":{"min":160}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000073	"name":"The Covenant","type":"Spidersilk Robe","stats":[{"type":"and","filters":[{"id":"explicit.stat_4015621042","value":{"min":250}},{"id":"explicit.stat_328541901","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
